V,Cr,Fe,Co,Ni,Cu,Mg,S,Se,P,Volt,Time,objective,best_so_far,run,iteration
0.0,0.0,7.0,12.0,12.0,12.0,12.0,3.0,0.0,12.0,-1.5,180.0,-0.39007999999999954,-0.3775699999999985,49,25
3.0,3.0,3.0,14.0,14.0,9.0,3.0,3.0,3.0,14.0,-1.4000000000000001,155.0,-0.4159860000000007,-0.3775699999999985,49,26
0.0,0.0,14.0,14.0,14.0,10.0,2.0,0.0,0.0,14.0,-1.5,30.0,-0.4475240000000008,-0.3775699999999985,49,27
1.0,7.0,7.0,15.0,10.0,10.0,1.0,2.0,3.0,13.0,-1.2000000000000002,122.0,-0.45424400000000115,-0.3775699999999985,49,28
3.0,3.0,4.0,13.0,12.0,6.0,6.0,8.0,3.0,12.0,-1.5,155.0,-0.41580400000000056,-0.3775699999999985,49,29
0.0,7.0,14.0,14.0,13.0,8.0,0.0,0.0,0.0,14.0,-1.4000000000000001,180.0,-0.3564460000000004,-0.3564460000000004,49,30
9.0,2.0,12.0,13.0,13.0,2.0,2.0,1.0,2.0,12.0,-1.0,155.0,-0.43825799999999915,-0.3564460000000004,49,31
2.0,7.0,12.0,12.0,12.0,2.0,7.0,2.0,2.0,12.0,-1.4000000000000001,155.0,-0.3408880000000004,-0.3408880000000004,49,32
2.0,6.0,10.0,10.0,10.0,2.0,6.0,10.0,2.0,10.0,-1.4000000000000001,155.0,-0.37000999999999995,-0.3408880000000004,49,33
0.0,10.0,11.0,10.0,11.0,11.0,6.0,0.0,0.0,11.0,-1.5,180.0,-0.3904300000000006,-0.3408880000000004,49,34
0.0,10.0,10.0,11.0,11.0,11.0,6.0,0.0,0.0,11.0,-1.4000000000000001,180.0,-0.37987800000000077,-0.3408880000000004,49,35
11.0,10.0,10.0,11.0,10.0,2.0,2.0,10.0,2.0,2.0,-1.4000000000000001,172.0,-0.4491359999999998,-0.3408880000000004,49,36
3.0,8.0,8.0,13.0,3.0,8.0,8.0,8.0,3.0,8.0,-1.2000000000000002,155.0,-0.45202600000000076,-0.3408880000000004,49,37
9.0,7.0,7.0,10.0,7.0,7.0,7.0,7.0,2.0,7.0,-1.4000000000000001,155.0,-0.37959600000000016,-0.3408880000000004,49,38
0.0,0.0,17.0,17.0,17.0,10.0,8.0,0.0,0.0,0.0,-1.5,180.0,-0.3911359999999997,-0.3408880000000004,49,39
0.0,0.0,15.0,12.0,15.0,6.0,7.0,0.0,0.0,15.0,-1.5,180.0,-0.3769619999999992,-0.3408880000000004,49,40
2.0,2.0,10.0,10.0,2.0,10.0,10.0,10.0,2.0,10.0,-1.1,38.0,-0.5926360000000002,-0.3408880000000004,49,41
12.0,12.0,3.0,9.0,12.0,1.0,3.0,3.0,3.0,12.0,-1.4000000000000001,55.0,-0.6016460000000002,-0.3408880000000004,49,42
8.0,8.0,2.0,9.0,2.0,9.0,9.0,5.0,9.0,9.0,-1.4000000000000001,55.0,-0.6171840000000007,-0.3408880000000004,49,43
1.0,11.0,8.0,7.0,11.0,8.0,1.0,11.0,1.0,11.0,-1.5,172.0,-0.3770119999999996,-0.3408880000000004,49,44
2.0,11.0,11.0,7.0,11.0,11.0,2.0,11.0,1.0,2.0,-1.4000000000000001,172.0,-0.3834779999999999,-0.3408880000000004,49,45
2.0,9.0,9.0,10.0,10.0,10.0,2.0,6.0,2.0,10.0,-1.4000000000000001,155.0,-0.37417800000000023,-0.3408880000000004,49,46
0.0,0.0,0.0,13.0,11.0,13.0,7.0,13.0,0.0,13.0,-1.5,179.0,-0.3920779999999993,-0.3408880000000004,49,47
10.0,10.0,10.0,12.0,10.0,10.0,2.0,2.0,1.0,2.0,-1.4000000000000001,172.0,-0.42883600000000077,-0.3408880000000004,49,48
0.0,0.0,0.0,19.0,19.0,0.0,12.0,19.0,0.0,0.0,-1.5,177.0,-0.38961399999999957,-0.3408880000000004,49,49
8.0,8.0,9.0,3.0,9.0,9.0,3.0,9.0,3.0,9.0,-1.4000000000000001,155.0,-0.454544,-0.3408880000000004,49,50
5.0,10.0,10.0,10.0,8.0,10.0,5.0,2.0,0.0,10.0,-1.5,157.0,-0.40202400000000094,-0.3408880000000004,49,51
1.0,6.0,11.0,11.0,11.0,11.0,1.0,5.0,0.0,11.0,-1.5,180.0,-0.37891199999999936,-0.3408880000000004,49,52
1.0,9.0,3.0,12.0,12.0,1.0,10.0,9.0,1.0,12.0,-1.5,155.0,-0.38255599999999995,-0.3408880000000004,49,53
9.0,6.0,12.0,12.0,12.0,3.0,1.0,0.0,2.0,12.0,-1.5,177.0,-0.3892479999999995,-0.3408880000000004,49,54
2.0,0.0,14.0,15.0,15.0,2.0,4.0,3.0,0.0,15.0,-1.5,180.0,-0.40123599999999876,-0.3408880000000004,49,55
3.0,8.0,3.0,13.0,13.0,3.0,8.0,3.0,3.0,13.0,-1.4000000000000001,155.0,-0.41539400000000054,-0.3408880000000004,49,56
4.0,9.0,10.0,10.0,10.0,10.0,0.0,7.0,0.0,10.0,-1.5,180.0,-0.38919799999999966,-0.3408880000000004,49,57
2.0,8.0,8.0,9.0,2.0,9.0,9.0,9.0,5.0,9.0,-1.5,155.0,-0.4740219999999999,-0.3408880000000004,49,58
2.0,8.0,9.0,9.0,9.0,9.0,9.0,2.0,4.0,9.0,-1.5,172.0,-0.39663800000000077,-0.3408880000000004,49,59
2.0,6.0,9.0,6.0,9.0,9.0,9.0,9.0,2.0,9.0,-1.4000000000000001,155.0,-0.380894,-0.3408880000000004,49,60
2.0,2.0,12.0,7.0,7.0,12.0,12.0,2.0,2.0,12.0,-1.4000000000000001,155.0,-0.35234200000000016,-0.3408880000000004,49,61
11.0,11.0,8.0,11.0,11.0,0.0,5.0,0.0,0.0,11.0,-1.2000000000000002,153.0,-0.48978599999999983,-0.3408880000000004,49,62
7.0,1.0,11.0,6.0,11.0,6.0,8.0,7.0,2.0,11.0,-1.5,180.0,-0.4203339999999995,-0.3408880000000004,49,63
2.0,12.0,12.0,2.0,2.0,12.0,12.0,2.0,1.0,12.0,-1.4000000000000001,155.0,-0.7068040000000009,-0.3408880000000004,49,64
2.0,1.0,12.0,1.0,12.0,12.0,2.0,2.0,14.0,12.0,-1.1,55.0,-0.6402260000000008,-0.3408880000000004,49,65
1.0,5.0,10.0,10.0,10.0,10.0,10.0,1.0,3.0,10.0,-1.5,172.0,-0.41381600000000046,-0.3408880000000004,49,66
2.0,6.0,9.0,9.0,9.0,9.0,9.0,2.0,4.0,9.0,-1.5,155.0,-0.3830520000000009,-0.3408880000000004,49,67
0.0,0.0,13.0,9.0,7.0,13.0,2.0,13.0,0.0,13.0,-1.5,180.0,-0.3854319999999986,-0.3408880000000004,49,68
4.0,7.0,11.0,11.0,9.0,6.0,6.0,4.0,1.0,11.0,-1.5,172.0,-0.37890799999999975,-0.3408880000000004,49,69
3.0,3.0,12.0,11.0,8.0,3.0,3.0,12.0,3.0,12.0,-1.4000000000000001,172.0,-0.41073199999999965,-0.3408880000000004,49,70
7.0,7.0,11.0,11.0,13.0,11.0,2.0,2.0,2.0,4.0,-1.4000000000000001,172.0,-0.37341800000000025,-0.3408880000000004,49,71
0.0,0.0,15.0,13.0,11.0,15.0,0.0,15.0,0.0,0.0,-1.5,180.0,-0.4082719999999989,-0.3408880000000004,49,72
1.0,14.0,14.0,11.0,6.0,1.0,6.0,1.0,1.0,14.0,-1.5,172.0,-0.4276239999999997,-0.3408880000000004,49,73
1.0,9.0,12.0,12.0,12.0,12.0,2.0,2.0,6.0,2.0,-1.4000000000000001,172.0,-0.4044840000000004,-0.3408880000000004,49,74
0.0,0.0,11.0,10.0,11.0,12.0,0.0,12.0,2.0,12.0,-1.5,180.0,-0.393377999999999,-0.3408880000000004,49,75
0.0,0.0,5.0,6.0,7.0,13.0,13.0,13.0,0.0,13.0,-1.5,179.0,-0.4267779999999986,-0.3408880000000004,49,76
0.0,16.0,16.0,12.0,7.0,1.0,1.0,1.0,0.0,16.0,-1.5,177.0,-0.43555,-0.3408880000000004,49,77
2.0,6.0,11.0,11.0,12.0,6.0,2.0,6.0,2.0,11.0,-1.4000000000000001,155.0,-0.36783600000000005,-0.3408880000000004,49,78
0.0,16.0,16.0,12.0,7.0,1.0,1.0,1.0,0.0,16.0,-1.5,177.0,-0.43555,-0.3408880000000004,49,79
0.0,0.0,11.0,9.0,11.0,12.0,0.0,12.0,2.0,12.0,-1.5,180.0,-0.3809119999999987,-0.3408880000000004,49,80
10.0,5.0,10.0,10.0,9.0,5.0,10.0,3.0,2.0,6.0,-1.4000000000000001,166.0,-0.43961200000000045,-0.3408880000000004,49,81
2.0,9.0,9.0,10.0,6.0,10.0,10.0,2.0,2.0,10.0,-1.4000000000000001,155.0,-0.3687480000000009,-0.3408880000000004,49,82
2.0,7.0,13.0,11.0,11.0,2.0,7.0,2.0,2.0,11.0,-1.4000000000000001,155.0,-0.3416780000000007,-0.3408880000000004,49,83
0.0,0.0,17.0,8.0,9.0,18.0,0.0,0.0,0.0,18.0,-1.5,179.0,-0.3839239999999988,-0.3408880000000004,49,84
1.0,1.0,11.0,8.0,8.0,11.0,8.0,10.0,1.0,11.0,-1.5,172.0,-0.38068599999999914,-0.3408880000000004,49,85
0.0,1.0,16.0,10.0,9.0,16.0,1.0,1.0,0.0,16.0,-1.5,149.0,-0.3788659999999996,-0.3408880000000004,49,86
0.0,10.0,10.0,9.0,5.0,9.0,3.0,10.0,1.0,10.0,-1.5,180.0,-0.39340399999999975,-0.3408880000000004,49,87
0.0,1.0,16.0,9.0,10.0,16.0,1.0,1.0,0.0,15.0,-1.5,149.0,-0.36575799999999964,-0.3408880000000004,49,88
2.0,7.0,10.0,12.0,10.0,12.0,4.0,2.0,1.0,9.0,-1.4000000000000001,172.0,-0.3528360000000004,-0.3408880000000004,49,89
10.0,2.0,10.0,12.0,8.0,12.0,2.0,10.0,2.0,2.0,-1.4000000000000001,38.0,-0.502234000000002,-0.3408880000000004,49,90
0.0,0.0,13.0,11.0,7.0,14.0,14.0,11.0,0.0,0.0,-1.4000000000000001,149.0,-0.41968999999999984,-0.3408880000000004,49,91
1.0,1.0,12.0,7.0,9.0,14.0,7.0,3.0,1.0,14.0,-1.1,172.0,-0.404561999999999,-0.3408880000000004,49,92
3.0,3.0,11.0,9.0,16.0,14.0,3.0,1.0,1.0,9.0,-1.4000000000000001,172.0,-0.35796000000000033,-0.3408880000000004,49,93
0.0,5.0,14.0,12.0,8.0,14.0,0.0,0.0,2.0,14.0,-1.5,180.0,-0.3702319999999997,-0.3408880000000004,49,94
3.0,3.0,3.0,13.0,15.0,15.0,9.0,3.0,3.0,3.0,-1.1,172.0,-0.4523379999999997,-0.3408880000000004,49,95
1.0,3.0,11.0,9.0,6.0,12.0,3.0,12.0,1.0,12.0,-1.5,105.0,-0.48815400000000003,-0.3408880000000004,49,96
0.0,13.0,13.0,8.0,8.0,13.0,1.0,1.0,0.0,13.0,-1.5,149.0,-0.41570800000000124,-0.3408880000000004,49,97
2.0,2.0,9.0,10.0,13.0,12.0,7.0,2.0,1.0,10.0,-1.4000000000000001,172.0,-0.36387000000000025,-0.3408880000000004,49,98
0.0,6.0,12.0,11.0,13.0,13.0,0.0,0.0,2.0,13.0,-1.5,177.0,-0.36408799999999963,-0.3408880000000004,49,99
0.0,11.0,13.0,10.0,9.0,13.0,0.0,0.0,1.0,13.0,-1.5,180.0,-0.3922980000000005,-0.3408880000000004,49,100
3.0,3.0,11.0,11.0,13.0,15.0,6.0,1.0,1.0,6.0,-1.4000000000000001,172.0,-0.3747980000000005,-0.3408880000000004,49,101
11.0,0.0,11.0,11.0,5.0,1.0,9.0,1.0,9.0,12.0,-1.5,155.0,-0.5311259999999999,-0.3408880000000004,49,102
8.0,1.0,12.0,6.0,7.0,11.0,11.0,1.0,0.0,11.0,-1.5,177.0,-0.44660599999999956,-0.3408880000000004,49,103
3.0,0.0,10.0,12.0,10.0,10.0,0.0,7.0,2.0,16.0,-1.3,166.0,-0.3994719999999993,-0.3408880000000004,49,104
2.0,2.0,11.0,11.0,11.0,2.0,7.0,11.0,2.0,11.0,-1.4000000000000001,155.0,-0.38382,-0.3408880000000004,49,105
11.0,0.0,11.0,11.0,5.0,1.0,9.0,1.0,9.0,12.0,-1.5,155.0,-0.5311259999999999,-0.3408880000000004,49,106
3.0,3.0,15.0,3.0,17.0,3.0,3.0,3.0,17.0,3.0,-1.4000000000000001,172.0,-0.5880959999999996,-0.3408880000000004,49,107
0.0,0.0,25.0,12.0,25.0,2.0,2.0,2.0,0.0,2.0,-1.5,155.0,-0.36742399999999925,-0.3408880000000004,49,108
0.0,0.0,25.0,12.0,26.0,2.0,0.0,2.0,0.0,2.0,-1.5,177.0,-0.3794179999999987,-0.3408880000000004,49,109
2.0,0.0,16.0,8.0,16.0,9.0,0.0,0.0,2.0,16.0,-1.3,161.0,-0.34062799999999976,-0.34062799999999976,49,110
0.0,5.0,11.0,7.0,11.0,11.0,3.0,11.0,0.0,11.0,-1.5,177.0,-0.37488599999999916,-0.34062799999999976,49,111
0.0,0.0,14.0,15.0,16.0,18.0,0.0,5.0,2.0,0.0,-1.3,162.0,-0.4104659999999995,-0.34062799999999976,49,112
0.0,0.0,18.0,15.0,17.0,10.0,0.0,7.0,3.0,0.0,-1.3,180.0,-0.4332699999999997,-0.34062799999999976,49,113
0.0,1.0,6.0,9.0,3.0,11.0,8.0,11.0,10.0,11.0,-1.1,132.0,-0.5829520000000002,-0.5829520000000002,50,1
10.0,5.0,4.0,7.0,13.0,6.0,10.0,6.0,4.0,4.0,-1.1,120.0,-0.5767579999999998,-0.5767579999999998,50,2
9.0,5.0,15.0,6.0,6.0,1.0,8.0,9.0,7.0,4.0,-1.3,97.0,-0.5818600000000002,-0.5767579999999998,50,3
5.0,13.0,9.0,5.0,12.0,3.0,11.0,5.0,7.0,0.0,-1.2000000000000002,44.0,-0.5847420000000012,-0.5767579999999998,50,4
4.0,8.0,7.0,1.0,9.0,9.0,4.0,11.0,12.0,5.0,-1.5,171.0,-0.5907919999999991,-0.5767579999999998,50,5
13.0,13.0,3.0,3.0,2.0,4.0,14.0,1.0,3.0,14.0,-1.4000000000000001,85.0,-0.6017699999999999,-0.5767579999999998,50,6
8.0,7.0,9.0,9.0,6.0,10.0,2.0,2.0,9.0,8.0,-1.1,158.0,-0.5030679999999996,-0.5030679999999996,50,7
4.0,4.0,1.0,17.0,10.0,10.0,0.0,12.0,2.0,10.0,-1.4000000000000001,52.0,-0.4702300000000003,-0.4702300000000003,50,8
10.0,4.0,10.0,8.0,0.0,0.0,6.0,11.0,11.0,9.0,-1.0,87.0,-0.6964099999999995,-0.4702300000000003,50,9
3.0,3.0,3.0,13.0,8.0,13.0,3.0,8.0,3.0,13.0,-1.2000000000000002,55.0,-0.49342200000000025,-0.4702300000000003,50,10
9.0,9.0,2.0,10.0,7.0,1.0,10.0,10.0,10.0,2.0,-1.1,155.0,-0.5181959999999997,-0.4702300000000003,50,11
0.0,0.0,14.0,14.0,0.0,14.0,2.0,10.0,0.0,14.0,-1.1,172.0,-0.4681219999999992,-0.4681219999999992,50,12
19.0,0.0,19.0,19.0,11.0,0.0,0.0,0.0,0.0,0.0,-1.5,179.0,-0.5136219999999998,-0.4681219999999992,50,13
20.0,0.0,0.0,21.0,6.0,0.0,0.0,11.0,10.0,2.0,-1.5,158.0,-0.5300559999999991,-0.4681219999999992,50,14
9.0,3.0,5.0,7.0,9.0,5.0,3.0,15.0,5.0,9.0,-1.4000000000000001,155.0,-0.40670599999999935,-0.40670599999999935,50,15
3.0,3.0,3.0,16.0,9.0,9.0,3.0,9.0,3.0,9.0,-1.4000000000000001,55.0,-0.46965800000000146,-0.40670599999999935,50,16
11.0,11.0,2.0,2.0,11.0,1.0,2.0,13.0,13.0,2.0,-1.5,55.0,-0.7494680000000007,-0.40670599999999935,50,17
14.0,3.0,16.0,3.0,3.0,3.0,3.0,18.0,1.0,3.0,-1.5,172.0,-0.5135979999999999,-0.40670599999999935,50,18
4.0,4.0,17.0,1.0,1.0,20.0,1.0,1.0,4.0,17.0,-1.0,172.0,-0.7673480000000006,-0.40670599999999935,50,19
1.0,12.0,3.0,8.0,13.0,13.0,1.0,3.0,13.0,3.0,-1.1,55.0,-0.5705320000000014,-0.40670599999999935,50,20
11.0,0.0,10.0,8.0,3.0,7.0,0.0,15.0,0.0,16.0,-1.2000000000000002,180.0,-0.46710599999999897,-0.40670599999999935,50,21
10.0,0.0,4.0,9.0,0.0,20.0,2.0,0.0,2.0,20.0,-1.4000000000000001,179.0,-0.443879999999999,-0.40670599999999935,50,22
1.0,16.0,3.0,7.0,16.0,1.0,3.0,16.0,3.0,3.0,-1.4000000000000001,55.0,-0.55026,-0.40670599999999935,50,23
12.0,2.0,11.0,7.0,2.0,2.0,1.0,11.0,11.0,11.0,-1.1,155.0,-0.5774559999999991,-0.40670599999999935,50,24
0.0,1.0,1.0,11.0,12.0,38.0,5.0,1.0,0.0,1.0,-1.5,179.0,-0.4321459999999989,-0.40670599999999935,50,25
11.0,0.0,0.0,19.0,10.0,0.0,0.0,22.0,0.0,8.0,-1.5,180.0,-0.448508,-0.40670599999999935,50,26
2.0,2.0,9.0,9.0,2.0,9.0,10.0,9.0,9.0,9.0,-1.4000000000000001,155.0,-0.5100639999999993,-0.40670599999999935,50,27
11.0,1.0,9.0,5.0,1.0,11.0,2.0,10.0,9.0,11.0,-1.5,172.0,-0.5681919999999999,-0.40670599999999935,50,28
0.0,25.0,0.0,16.0,25.0,0.0,3.0,0.0,0.0,0.0,-1.4000000000000001,177.0,-0.4106900000000002,-0.40670599999999935,50,29
15.0,3.0,3.0,1.0,3.0,15.0,11.0,3.0,1.0,15.0,-1.1,155.0,-0.6242080000000003,-0.40670599999999935,50,30
15.0,3.0,15.0,3.0,1.0,3.0,3.0,17.0,3.0,5.0,-1.3,155.0,-0.6083519999999998,-0.40670599999999935,50,31
0.0,18.0,0.0,17.0,8.0,18.0,5.0,3.0,0.0,0.0,-1.4000000000000001,180.0,-0.42041400000000045,-0.40670599999999935,50,32
0.0,28.0,0.0,14.0,0.0,28.0,0.0,0.0,0.0,0.0,-1.4000000000000001,180.0,-0.48163799999999934,-0.40670599999999935,50,33
3.0,0.0,0.0,21.0,23.0,23.0,0.0,0.0,0.0,0.0,-1.4000000000000001,179.0,-0.3910639999999991,-0.3910639999999991,50,34
5.0,0.0,0.0,14.0,11.0,0.0,0.0,20.0,0.0,20.0,-1.4000000000000001,179.0,-0.4292039999999988,-0.3910639999999991,50,35
8.0,3.0,3.0,13.0,13.0,3.0,8.0,13.0,3.0,3.0,-1.4000000000000001,155.0,-0.4163580000000005,-0.3910639999999991,50,36
9.0,9.0,2.0,9.0,9.0,9.0,2.0,9.0,6.0,6.0,-1.1,55.0,-0.5465939999999998,-0.3910639999999991,50,37
5.0,0.0,4.0,15.0,12.0,16.0,0.0,17.0,1.0,0.0,-1.5,159.0,-0.40603799999999923,-0.3910639999999991,50,38
2.0,2.0,1.0,12.0,13.0,2.0,12.0,12.0,12.0,2.0,-1.2000000000000002,172.0,-0.4678200000000006,-0.3910639999999991,50,39
10.0,0.0,4.0,18.0,15.0,23.0,0.0,0.0,0.0,0.0,-1.4000000000000001,31.0,-0.487424000000002,-0.3910639999999991,50,40
3.0,17.0,3.0,15.0,3.0,3.0,3.0,3.0,3.0,15.0,-1.2000000000000002,155.0,-0.482570000000001,-0.3910639999999991,50,41
5.0,10.0,4.0,10.0,1.0,9.0,7.0,10.0,3.0,10.0,-1.5,180.0,-0.491606,-0.3910639999999991,50,42
5.0,9.0,3.0,9.0,2.0,9.0,9.0,9.0,5.0,9.0,-1.5,180.0,-0.4837559999999997,-0.3910639999999991,50,43
9.0,9.0,9.0,1.0,10.0,10.0,10.0,2.0,9.0,1.0,-1.5,172.0,-0.6025099999999993,-0.3910639999999991,50,44
16.0,3.0,3.0,16.0,3.0,3.0,1.0,16.0,3.0,3.0,-1.4000000000000001,155.0,-0.5196679999999999,-0.3910639999999991,50,45
11.0,1.0,10.0,12.0,10.0,1.0,10.0,12.0,2.0,1.0,-1.5,55.0,-0.57545,-0.3910639999999991,50,46
1.0,12.0,12.0,3.0,3.0,13.0,1.0,3.0,9.0,13.0,-1.4000000000000001,155.0,-0.5611859999999995,-0.3910639999999991,50,47
1.0,0.0,1.0,21.0,21.0,21.0,1.0,1.0,0.0,1.0,-1.4000000000000001,172.0,-0.3728859999999991,-0.3728859999999991,50,48
3.0,3.0,3.0,14.0,14.0,3.0,9.0,14.0,3.0,3.0,-1.4000000000000001,155.0,-0.40332600000000074,-0.3728859999999991,50,49
3.0,3.0,3.0,7.0,12.0,12.0,12.0,7.0,3.0,7.0,-1.4000000000000001,155.0,-0.4115520000000005,-0.3728859999999991,50,50
13.0,1.0,1.0,13.0,13.0,12.0,13.0,2.0,1.0,1.0,-1.2000000000000002,172.0,-0.48971399999999954,-0.3728859999999991,50,51
3.0,13.0,3.0,16.0,3.0,14.0,3.0,9.0,3.0,3.0,-1.4000000000000001,155.0,-0.4590200000000003,-0.3728859999999991,50,52
2.0,2.0,2.0,12.0,12.0,12.0,12.0,2.0,1.0,12.0,-1.4000000000000001,172.0,-0.367024,-0.367024,50,53
9.0,9.0,10.0,10.0,10.0,2.0,2.0,6.0,2.0,10.0,-1.4000000000000001,155.0,-0.3893379999999994,-0.367024,50,54
7.0,3.0,7.0,7.0,12.0,7.0,3.0,3.0,12.0,7.0,-1.4000000000000001,105.0,-0.5461440000000009,-0.367024,50,55
13.0,1.0,1.0,13.0,13.0,12.0,12.0,2.0,1.0,2.0,-1.2000000000000002,172.0,-0.49319199999999974,-0.367024,50,56
3.0,14.0,6.0,12.0,8.0,8.0,6.0,8.0,1.0,3.0,-1.5,172.0,-0.4206240000000002,-0.367024,50,57
2.0,7.0,2.0,11.0,11.0,11.0,11.0,1.0,2.0,11.0,-1.5,55.0,-0.5146100000000008,-0.367024,50,58
3.0,12.0,3.0,12.0,12.0,7.0,3.0,7.0,3.0,7.0,-1.4000000000000001,155.0,-0.419892000000001,-0.367024,50,59
3.0,3.0,7.0,12.0,12.0,7.0,12.0,3.0,3.0,7.0,-1.4000000000000001,155.0,-0.40723400000000065,-0.367024,50,60
2.0,2.0,2.0,12.0,12.0,12.0,12.0,2.0,2.0,12.0,-1.4000000000000001,172.0,-0.367024,-0.367024,50,61
9.0,9.0,9.0,9.0,9.0,6.0,2.0,6.0,2.0,9.0,-1.4000000000000001,105.0,-0.48096800000000045,-0.367024,50,62
8.0,11.0,6.0,9.0,8.0,6.0,5.0,5.0,5.0,6.0,-1.3,138.0,-0.4391800000000006,-0.367024,50,63
2.0,7.0,2.0,9.0,10.0,10.0,10.0,8.0,2.0,10.0,-1.2000000000000002,172.0,-0.3639079999999996,-0.3639079999999996,50,64
0.0,0.0,8.0,12.0,15.0,0.0,15.0,15.0,5.0,0.0,-1.4000000000000001,167.0,-0.4282599999999998,-0.3639079999999996,50,65
12.0,2.0,1.0,13.0,12.0,12.0,12.0,2.0,2.0,2.0,-1.2000000000000002,155.0,-0.46088000000000034,-0.3639079999999996,50,66
2.0,6.0,2.0,9.0,10.0,10.0,10.0,10.0,1.0,10.0,-1.4000000000000001,55.0,-0.5193800000000013,-0.3639079999999996,50,67
2.0,6.0,2.0,10.0,10.0,10.0,10.0,9.0,2.0,9.0,-1.3,172.0,-0.37660400000000005,-0.3639079999999996,50,68
3.0,7.0,3.0,15.0,9.0,3.0,9.0,9.0,3.0,9.0,-1.4000000000000001,172.0,-0.41225200000000034,-0.3639079999999996,50,69
3.0,9.0,3.0,9.0,9.0,3.0,9.0,3.0,3.0,16.0,-1.4000000000000001,155.0,-0.4096800000000003,-0.3639079999999996,50,70
6.0,3.0,3.0,12.0,10.0,13.0,13.0,3.0,1.0,6.0,-1.3,172.0,-0.40862200000000026,-0.3639079999999996,50,71
7.0,12.0,2.0,7.0,7.0,7.0,7.0,7.0,2.0,12.0,-1.1,155.0,-0.42670199999999986,-0.3639079999999996,50,72
4.0,3.0,3.0,13.0,13.0,13.0,4.0,3.0,1.0,12.0,-1.4000000000000001,172.0,-0.38802799999999976,-0.3639079999999996,50,73
0.0,0.0,4.0,13.0,10.0,3.0,14.0,7.0,7.0,12.0,-1.5,127.0,-0.45560400000000084,-0.3639079999999996,50,74
3.0,9.0,3.0,15.0,13.0,3.0,3.0,5.0,1.0,15.0,-1.2000000000000002,172.0,-0.39743599999999973,-0.3639079999999996,50,75
2.0,6.0,2.0,10.0,10.0,10.0,10.0,9.0,2.0,9.0,-1.1,172.0,-0.40456199999999987,-0.3639079999999996,50,76
0.0,4.0,0.0,13.0,13.0,13.0,0.0,13.0,0.0,13.0,-1.4000000000000001,179.0,-0.3737659999999993,-0.3639079999999996,50,77
2.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,2.0,9.0,-1.3,155.0,-0.3685299999999996,-0.3639079999999996,50,78
2.0,7.0,2.0,10.0,11.0,11.0,7.0,7.0,2.0,11.0,-1.4000000000000001,155.0,-0.3675020000000002,-0.3639079999999996,50,79
3.0,3.0,3.0,13.0,13.0,8.0,8.0,3.0,3.0,13.0,-1.4000000000000001,155.0,-0.4154900000000006,-0.3639079999999996,50,80
0.0,4.0,0.0,13.0,13.0,13.0,0.0,13.0,0.0,13.0,-1.4000000000000001,179.0,-0.3737659999999993,-0.3639079999999996,50,81
2.0,7.0,2.0,10.0,11.0,11.0,7.0,7.0,2.0,11.0,-1.2000000000000002,155.0,-0.3746800000000001,-0.3639079999999996,50,82
0.0,12.0,12.0,0.0,13.0,7.0,13.0,0.0,0.0,13.0,-1.0,102.0,-0.5481800000000004,-0.3639079999999996,50,83
6.0,7.0,3.0,11.0,9.0,7.0,7.0,9.0,3.0,7.0,-1.4000000000000001,172.0,-0.40682400000000024,-0.3639079999999996,50,84
2.0,9.0,9.0,11.0,2.0,7.0,9.0,2.0,9.0,9.0,-1.0,155.0,-0.5332819999999998,-0.3639079999999996,50,85
0.0,9.0,10.0,4.0,10.0,10.0,10.0,10.0,0.0,7.0,-1.5,180.0,-0.42154799999999987,-0.3639079999999996,50,86
2.0,11.0,6.0,11.0,12.0,11.0,2.0,2.0,2.0,11.0,-1.4000000000000001,155.0,-0.35830000000000123,-0.35830000000000123,50,87
0.0,12.0,3.0,11.0,11.0,13.0,0.0,7.0,0.0,13.0,-1.4000000000000001,161.0,-0.39079800000000026,-0.35830000000000123,50,88
7.0,11.0,11.0,5.0,12.0,0.0,12.0,0.0,0.0,12.0,-1.5,166.0,-0.47001000000000015,-0.35830000000000123,50,89
1.0,14.0,3.0,11.0,13.0,14.0,0.0,0.0,0.0,14.0,-1.5,180.0,-0.42551400000000045,-0.35830000000000123,50,90
1.0,9.0,9.0,9.0,2.0,4.0,9.0,9.0,9.0,9.0,-1.0,38.0,-0.6544919999999996,-0.35830000000000123,50,91
1.0,15.0,1.0,15.0,16.0,15.0,1.0,1.0,0.0,4.0,-1.5,122.0,-0.44980000000000125,-0.35830000000000123,50,92
0.0,12.0,0.0,10.0,10.0,12.0,0.0,12.0,0.0,12.0,-1.5,179.0,-0.3892180000000001,-0.35830000000000123,50,93
1.0,15.0,1.0,15.0,16.0,15.0,1.0,1.0,1.0,4.0,-1.5,122.0,-0.44980000000000125,-0.35830000000000123,50,94
1.0,1.0,1.0,24.0,1.0,12.0,1.0,1.0,1.0,23.0,-1.1,177.0,-0.46725599999999845,-0.35830000000000123,50,95
3.0,3.0,1.0,15.0,3.0,7.0,3.0,3.0,15.0,15.0,-1.1,155.0,-0.5517400000000015,-0.35830000000000123,50,96
2.0,6.0,6.0,10.0,10.0,10.0,2.0,10.0,2.0,10.0,-1.4000000000000001,155.0,-0.3696939999999997,-0.35830000000000123,50,97
