V,Cr,Fe,Co,Ni,Cu,Mg,S,Se,P,Volt,Time,objective,best_so_far,run,iteration
2.0,2.0,8.0,8.0,9.0,9.0,9.0,9.0,5.0,9.0,-1.4000000000000001,55.0,-0.5006040000000015,-0.3644099999999999,43,74
4.0,1.0,6.0,9.0,10.0,10.0,10.0,10.0,0.0,10.0,-1.5,177.0,-0.3828659999999992,-0.3644099999999999,43,75
4.0,8.0,5.0,8.0,8.0,9.0,9.0,9.0,1.0,9.0,-1.5,172.0,-0.3682139999999997,-0.3644099999999999,43,76
0.0,0.0,4.0,9.0,7.0,8.0,13.0,13.0,4.0,12.0,-1.5,179.0,-0.4334399999999997,-0.3644099999999999,43,77
0.0,9.0,9.0,8.0,9.0,6.0,9.0,9.0,0.0,9.0,-1.4000000000000001,163.0,-0.36079999999999984,-0.36079999999999984,43,78
8.0,1.0,1.0,13.0,13.0,13.0,3.0,13.0,1.0,3.0,-1.4000000000000001,155.0,-0.39742799999999984,-0.36079999999999984,43,79
2.0,2.0,2.0,12.0,10.0,10.0,10.0,10.0,1.0,10.0,-1.4000000000000001,38.0,-0.5133580000000011,-0.36079999999999984,43,80
2.0,8.0,2.0,5.0,9.0,9.0,8.0,8.0,9.0,8.0,-1.1,105.0,-0.6174039999999997,-0.36079999999999984,43,81
7.0,1.0,7.0,10.0,7.0,10.0,8.0,10.0,0.0,10.0,-1.5,177.0,-0.4011239999999992,-0.36079999999999984,43,82
0.0,8.0,7.0,8.0,12.0,9.0,13.0,0.0,0.0,13.0,-1.0,155.0,-0.39446000000000037,-0.36079999999999984,43,83
13.0,2.0,2.0,11.0,11.0,11.0,2.0,2.0,2.0,11.0,-1.1,155.0,-0.4894699999999999,-0.36079999999999984,43,84
3.0,1.0,1.0,15.0,15.0,17.0,1.0,1.0,1.0,15.0,-1.4000000000000001,38.0,-0.4399160000000004,-0.36079999999999984,43,85
2.0,10.0,10.0,1.0,10.0,10.0,10.0,10.0,5.0,2.0,-1.1,172.0,-0.5584400000000012,-0.36079999999999984,43,86
1.0,1.0,7.0,13.0,13.0,10.0,1.0,10.0,0.0,13.0,-1.5,172.0,-0.38836799999999877,-0.36079999999999984,43,87
1.0,11.0,3.0,4.0,12.0,12.0,11.0,11.0,3.0,1.0,-1.1,172.0,-0.5044820000000007,-0.36079999999999984,43,88
0.0,9.0,6.0,10.0,7.0,10.0,8.0,10.0,0.0,10.0,-1.5,154.0,-0.3809620000000001,-0.36079999999999984,43,89
0.0,10.0,11.0,11.0,11.0,8.0,0.0,7.0,2.0,10.0,-1.5,177.0,-0.39071800000000007,-0.36079999999999984,43,90
1.0,11.0,3.0,4.0,12.0,12.0,11.0,11.0,3.0,1.0,-1.1,172.0,-0.5044820000000007,-0.36079999999999984,43,91
7.0,7.0,8.0,7.0,7.0,1.0,8.0,8.0,8.0,7.0,-1.5,155.0,-0.4211819999999989,-0.36079999999999984,43,92
9.0,5.0,9.0,10.0,10.0,9.0,2.0,5.0,1.0,9.0,-1.4000000000000001,155.0,-0.37745999999999963,-0.36079999999999984,43,93
10.0,10.0,12.0,10.0,10.0,1.0,12.0,1.0,2.0,2.0,-1.1,155.0,-0.5148060000000002,-0.36079999999999984,43,94
2.0,11.0,2.0,1.0,11.0,11.0,11.0,11.0,5.0,2.0,-1.1,172.0,-0.5573300000000004,-0.36079999999999984,43,95
0.0,0.0,8.0,11.0,10.0,11.0,11.0,11.0,0.0,7.0,-1.5,164.0,-0.3906299999999999,-0.36079999999999984,43,96
0.0,1.0,6.0,15.0,16.0,15.0,5.0,12.0,0.0,0.0,-1.5,177.0,-0.3944539999999993,-0.36079999999999984,43,97
0.0,10.0,9.0,10.0,8.0,9.0,5.0,9.0,0.0,9.0,-1.4000000000000001,155.0,-0.38367600000000046,-0.36079999999999984,43,98
4.0,4.0,4.0,19.0,4.0,4.0,4.0,19.0,4.0,4.0,-1.4000000000000001,55.0,-0.48221400000000036,-0.36079999999999984,43,99
0.0,9.0,5.0,9.0,9.0,10.0,9.0,10.0,0.0,9.0,-1.5,148.0,-0.36853199999999975,-0.36079999999999984,43,100
0.0,0.0,7.0,10.0,10.0,11.0,10.0,11.0,0.0,11.0,-1.5,155.0,-0.3910059999999998,-0.36079999999999984,43,101
0.0,9.0,9.0,6.0,9.0,10.0,3.0,10.0,4.0,10.0,-1.4000000000000001,175.0,-0.4606019999999999,-0.36079999999999984,43,102
0.0,12.0,12.0,6.0,4.0,12.0,0.0,12.0,0.0,12.0,-1.3,155.0,-0.4609339999999995,-0.36079999999999984,43,103
0.0,1.0,4.0,11.0,13.0,9.0,13.0,13.0,2.0,4.0,-1.5,177.0,-0.388742,-0.36079999999999984,43,104
3.0,3.0,1.0,16.0,1.0,16.0,3.0,16.0,10.0,1.0,-1.4000000000000001,55.0,-0.5323959999999999,-0.36079999999999984,43,105
0.0,10.0,6.0,10.0,11.0,12.0,0.0,9.0,0.0,12.0,-1.5,159.0,-0.3909139999999999,-0.36079999999999984,43,106
1.0,1.0,1.0,0.0,12.0,13.0,12.0,12.0,6.0,12.0,-1.5,99.0,-0.49850400000000056,-0.36079999999999984,43,107
2.0,9.0,10.0,10.0,1.0,2.0,10.0,10.0,6.0,10.0,-1.4000000000000001,172.0,-0.48161800000000016,-0.36079999999999984,43,108
3.0,3.0,12.0,13.0,1.0,1.0,13.0,3.0,8.0,13.0,-1.4000000000000001,172.0,-0.47769000000000017,-0.36079999999999984,43,109
13.0,1.0,7.0,13.0,1.0,14.0,1.0,1.0,6.0,13.0,-1.5,177.0,-0.5271039999999992,-0.36079999999999984,43,110
0.0,0.0,10.0,0.0,11.0,10.0,11.0,10.0,7.0,11.0,-1.3,161.0,-0.4990260000000005,-0.36079999999999984,43,111
0.0,10.0,0.0,11.0,11.0,10.0,10.0,1.0,5.0,10.0,-1.1,177.0,-0.45354600000000067,-0.36079999999999984,43,112
2.0,2.0,2.0,1.0,13.0,12.0,2.0,13.0,9.0,12.0,-1.4000000000000001,105.0,-0.574238,-0.36079999999999984,43,113
8.0,6.0,3.0,11.0,7.0,6.0,0.0,9.0,7.0,13.0,-1.3,41.0,-0.5079240000000003,-0.5079240000000003,44,1
9.0,2.0,6.0,5.0,6.0,10.0,8.0,9.0,8.0,7.0,-1.4000000000000001,77.0,-0.5583219999999994,-0.5079240000000003,44,2
1.0,11.0,12.0,14.0,10.0,1.0,6.0,9.0,2.0,4.0,-1.5,175.0,-0.39904999999999996,-0.39904999999999996,44,3
4.0,8.0,8.0,4.0,0.0,11.0,15.0,0.0,13.0,7.0,-1.1,147.0,-0.6447420000000007,-0.39904999999999996,44,4
6.0,4.0,13.0,2.0,12.0,12.0,6.0,8.0,5.0,2.0,-1.2000000000000002,50.0,-0.5663819999999992,-0.39904999999999996,44,5
11.0,1.0,10.0,12.0,2.0,8.0,8.0,3.0,7.0,8.0,-1.0,137.0,-0.5994419999999993,-0.39904999999999996,44,6
10.0,12.0,3.0,7.0,11.0,4.0,8.0,11.0,1.0,2.0,-1.1,119.0,-0.5830640000000004,-0.39904999999999996,44,7
6.0,12.0,1.0,3.0,5.0,3.0,3.0,5.0,18.0,14.0,-1.3,90.0,-0.7442799999999996,-0.39904999999999996,44,8
7.0,11.0,4.0,6.0,13.0,10.0,1.0,1.0,5.0,11.0,-1.2000000000000002,87.0,-0.5542900000000014,-0.39904999999999996,44,9
7.0,7.0,2.0,12.0,7.0,7.0,2.0,7.0,7.0,12.0,-1.2000000000000002,55.0,-0.52204,-0.39904999999999996,44,10
7.0,7.0,2.0,10.0,7.0,7.0,1.0,9.0,7.0,12.0,-1.3,55.0,-0.5108040000000001,-0.39904999999999996,44,11
2.0,11.0,11.0,12.0,9.0,5.0,6.0,8.0,2.0,4.0,-1.4000000000000001,172.0,-0.38939800000000035,-0.38939800000000035,44,12
2.0,10.0,10.0,12.0,3.0,2.0,9.0,10.0,1.0,10.0,-1.4000000000000001,155.0,-0.39329600000000003,-0.38939800000000035,44,13
3.0,12.0,3.0,14.0,12.0,3.0,1.0,7.0,3.0,12.0,-1.4000000000000001,155.0,-0.42463199999999984,-0.38939800000000035,44,14
3.0,13.0,13.0,4.0,11.0,11.0,4.0,4.0,3.0,4.0,-1.5,172.0,-0.5185979999999999,-0.38939800000000035,44,15
7.0,7.0,2.0,10.0,7.0,7.0,1.0,9.0,7.0,12.0,-1.3,55.0,-0.5108040000000001,-0.38939800000000035,44,16
0.0,0.0,0.0,14.0,14.0,14.0,0.0,14.0,0.0,14.0,-1.5,31.0,-0.4610760000000003,-0.38939800000000035,44,17
2.0,9.0,9.0,9.0,9.0,2.0,9.0,9.0,10.0,2.0,-1.5,155.0,-0.4524899999999996,-0.38939800000000035,44,18
1.0,10.0,11.0,11.0,11.0,11.0,11.0,1.0,2.0,1.0,-1.5,72.0,-0.5018440000000011,-0.38939800000000035,44,19
1.0,0.0,0.0,15.0,14.0,10.0,0.0,15.0,0.0,14.0,-1.5,179.0,-0.3842459999999987,-0.3842459999999987,44,20
3.0,14.0,8.0,15.0,14.0,3.0,1.0,8.0,3.0,1.0,-1.5,155.0,-0.43442399999999987,-0.3842459999999987,44,21
2.0,2.0,9.0,12.0,3.0,1.0,12.0,12.0,6.0,10.0,-1.5,172.0,-0.4546699999999998,-0.3842459999999987,44,22
0.0,4.0,13.0,13.0,0.0,13.0,13.0,13.0,0.0,0.0,-1.0,179.0,-0.49094400000000005,-0.3842459999999987,44,23
1.0,10.0,11.0,11.0,11.0,11.0,11.0,1.0,2.0,1.0,-1.5,72.0,-0.5018440000000011,-0.3842459999999987,44,24
1.0,0.0,15.0,16.0,0.0,6.0,0.0,16.0,0.0,16.0,-1.4000000000000001,180.0,-0.43133199999999944,-0.3842459999999987,44,25
2.0,10.0,10.0,10.0,6.0,6.0,10.0,10.0,2.0,2.0,-1.4000000000000001,155.0,-0.3938220000000002,-0.3842459999999987,44,26
3.0,11.0,11.0,11.0,11.0,0.0,5.0,11.0,7.0,0.0,-1.5,180.0,-0.4281479999999996,-0.3842459999999987,44,27
2.0,0.0,0.0,14.0,14.0,10.0,0.0,14.0,0.0,14.0,-1.5,179.0,-0.3840599999999987,-0.3840599999999987,44,28
3.0,10.0,11.0,11.0,10.0,4.0,0.0,11.0,0.0,10.0,-1.5,177.0,-0.3999559999999996,-0.3840599999999987,44,29
13.0,3.0,9.0,13.0,1.0,3.0,3.0,13.0,1.0,11.0,-1.4000000000000001,172.0,-0.5120559999999993,-0.3840599999999987,44,30
6.0,0.0,12.0,14.0,14.0,3.0,6.0,14.0,0.0,0.0,-1.5,180.0,-0.3931739999999994,-0.3840599999999987,44,31
12.0,3.0,3.0,13.0,3.0,3.0,13.0,7.0,1.0,12.0,-1.4000000000000001,55.0,-0.5509540000000004,-0.3840599999999987,44,32
0.0,11.0,11.0,11.0,11.0,4.0,0.0,11.0,0.0,11.0,-1.5,179.0,-0.39365599999999973,-0.3840599999999987,44,33
0.0,0.0,0.0,11.0,15.0,16.0,12.0,0.0,0.0,16.0,-1.3,175.0,-0.3662899999999997,-0.3662899999999997,44,34
2.0,0.0,0.0,11.0,11.0,11.0,9.0,11.0,3.0,11.0,-1.0,169.0,-0.4686600000000004,-0.3662899999999997,44,35
18.0,3.0,16.0,1.0,3.0,3.0,16.0,3.0,3.0,3.0,-1.4000000000000001,155.0,-0.6790079999999996,-0.3662899999999997,44,36
0.0,0.0,22.0,13.0,0.0,7.0,11.0,2.0,15.0,0.0,-1.1,33.0,-0.6343239999999997,-0.3662899999999997,44,37
2.0,9.0,2.0,10.0,9.0,9.0,9.0,9.0,2.0,9.0,-1.5,155.0,-0.36558000000000035,-0.36558000000000035,44,38
2.0,9.0,2.0,9.0,6.0,10.0,10.0,10.0,2.0,10.0,-1.4000000000000001,155.0,-0.3817059999999998,-0.36558000000000035,44,39
8.0,11.0,1.0,11.0,5.0,11.0,3.0,10.0,0.0,10.0,-1.5,155.0,-0.41725599999999974,-0.36558000000000035,44,40
0.0,11.0,0.0,11.0,8.0,9.0,8.0,11.0,0.0,12.0,-1.5,180.0,-0.38009800000000016,-0.36558000000000035,44,41
5.0,8.0,2.0,10.0,8.0,8.0,8.0,10.0,2.0,8.0,-1.5,155.0,-0.3871080000000003,-0.36558000000000035,44,42
3.0,7.0,1.0,10.0,10.0,8.0,9.0,10.0,1.0,10.0,-1.5,155.0,-0.3704460000000004,-0.36558000000000035,44,43
4.0,0.0,0.0,10.0,7.0,12.0,12.0,12.0,0.0,12.0,-1.5,180.0,-0.39028399999999946,-0.36558000000000035,44,44
2.0,9.0,2.0,9.0,6.0,10.0,10.0,10.0,2.0,10.0,-1.4000000000000001,155.0,-0.3817059999999998,-0.36558000000000035,44,45
0.0,9.0,9.0,6.0,10.0,10.0,10.0,6.0,0.0,10.0,-1.5,172.0,-0.41873599999999994,-0.36558000000000035,44,46
8.0,11.0,1.0,11.0,5.0,11.0,3.0,10.0,0.0,10.0,-1.5,155.0,-0.41725599999999974,-0.36558000000000035,44,47
4.0,0.0,0.0,10.0,7.0,12.0,12.0,12.0,0.0,12.0,-1.5,180.0,-0.39028399999999946,-0.36558000000000035,44,48
10.0,10.0,0.0,0.0,5.0,10.0,11.0,11.0,2.0,11.0,-1.5,180.0,-0.6035979999999991,-0.36558000000000035,44,49
0.0,11.0,0.0,10.0,11.0,11.0,4.0,11.0,0.0,11.0,-1.5,167.0,-0.3898060000000005,-0.36558000000000035,44,50
2.0,6.0,2.0,10.0,10.0,10.0,10.0,6.0,1.0,10.0,-1.5,172.0,-0.3757319999999999,-0.36558000000000035,44,51
2.0,2.0,2.0,10.0,10.0,10.0,10.0,10.0,2.0,10.0,-1.4000000000000001,155.0,-0.3835500000000002,-0.36558000000000035,44,52
2.0,6.0,2.0,10.0,10.0,10.0,10.0,6.0,1.0,10.0,-1.5,172.0,-0.3757319999999999,-0.36558000000000035,44,53
0.0,14.0,0.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,-1.3,161.0,-0.42067200000000116,-0.36558000000000035,44,54
2.0,9.0,10.0,9.0,10.0,9.0,10.0,2.0,0.0,9.0,-1.5,120.0,-0.43508400000000175,-0.36558000000000035,44,55
1.0,2.0,8.0,11.0,11.0,11.0,3.0,11.0,1.0,11.0,-1.4000000000000001,177.0,-0.39250999999999964,-0.36558000000000035,44,56
0.0,14.0,0.0,14.0,14.0,14.0,14.0,0.0,0.0,0.0,-1.3,161.0,-0.42067200000000116,-0.36558000000000035,44,57
1.0,1.0,1.0,16.0,1.0,16.0,1.0,16.0,0.0,16.0,-1.4000000000000001,177.0,-0.4343059999999992,-0.36558000000000035,44,58
3.0,12.0,0.0,12.0,13.0,13.0,6.0,4.0,0.0,7.0,-1.5,180.0,-0.40041600000000055,-0.36558000000000035,44,59
0.0,0.0,0.0,12.0,11.0,8.0,6.0,10.0,10.0,13.0,-1.5,179.0,-0.4658460000000001,-0.36558000000000035,44,60
1.0,1.0,1.0,9.0,10.0,10.0,10.0,10.0,8.0,10.0,-1.4000000000000001,172.0,-0.42277400000000026,-0.36558000000000035,44,61
0.0,1.0,15.0,16.0,16.0,15.0,5.0,1.0,0.0,1.0,-1.5,166.0,-0.3944539999999993,-0.36558000000000035,44,62
1.0,2.0,12.0,13.0,1.0,13.0,12.0,12.0,2.0,2.0,-1.2000000000000002,105.0,-0.5136740000000004,-0.36558000000000035,44,63
0.0,11.0,0.0,11.0,12.0,12.0,12.0,0.0,0.0,12.0,-1.3,161.0,-0.3717060000000012,-0.36558000000000035,44,64
2.0,14.0,0.0,10.0,7.0,14.0,9.0,0.0,0.0,14.0,-1.5,180.0,-0.4202880000000008,-0.36558000000000035,44,65
1.0,2.0,2.0,11.0,11.0,11.0,11.0,7.0,1.0,11.0,-1.5,172.0,-0.38512999999999964,-0.36558000000000035,44,66
3.0,3.0,3.0,7.0,12.0,14.0,12.0,3.0,1.0,12.0,-1.4000000000000001,155.0,-0.3683240000000004,-0.36558000000000035,44,67
0.0,8.0,10.0,11.0,6.0,7.0,8.0,8.0,0.0,11.0,-1.5,179.0,-0.39053799999999983,-0.36558000000000035,44,68
1.0,1.0,1.0,12.0,13.0,13.0,14.0,1.0,0.0,14.0,-1.4000000000000001,177.0,-0.3690639999999999,-0.36558000000000035,44,69
0.0,9.0,0.0,9.0,10.0,10.0,10.0,10.0,0.0,10.0,-1.4000000000000001,159.0,-0.36331400000000025,-0.36331400000000025,44,70
2.0,2.0,1.0,14.0,12.0,12.0,2.0,12.0,1.0,12.0,-1.5,105.0,-0.41697000000000023,-0.36331400000000025,44,71
2.0,6.0,2.0,9.0,9.0,10.0,10.0,10.0,2.0,10.0,-1.4000000000000001,155.0,-0.35768800000000006,-0.35768800000000006,44,72
2.0,2.0,2.0,12.0,12.0,12.0,2.0,12.0,2.0,12.0,-1.5,105.0,-0.4335020000000002,-0.35768800000000006,44,73
2.0,9.0,2.0,5.0,10.0,10.0,10.0,10.0,2.0,10.0,-1.5,38.0,-0.5727740000000009,-0.35768800000000006,44,74
4.0,4.0,0.0,12.0,12.0,8.0,12.0,10.0,0.0,8.0,-1.4000000000000001,180.0,-0.3763980000000003,-0.35768800000000006,44,75
3.0,4.0,11.0,11.0,9.0,0.0,8.0,12.0,0.0,12.0,-1.4000000000000001,162.0,-0.37526799999999977,-0.35768800000000006,44,76
0.0,6.0,9.0,10.0,10.0,5.0,10.0,10.0,2.0,8.0,-1.4000000000000001,179.0,-0.37146000000000023,-0.35768800000000006,44,77
2.0,8.0,8.0,11.0,11.0,8.0,3.0,10.0,0.0,7.0,-1.4000000000000001,166.0,-0.3679360000000001,-0.35768800000000006,44,78
2.0,8.0,1.0,11.0,11.0,8.0,4.0,11.0,2.0,12.0,-1.4000000000000001,177.0,-0.3660220000000002,-0.35768800000000006,44,79
2.0,6.0,2.0,9.0,10.0,10.0,10.0,10.0,1.0,10.0,-1.4000000000000001,155.0,-0.35982400000000014,-0.35768800000000006,44,80
0.0,8.0,3.0,10.0,10.0,10.0,10.0,9.0,0.0,10.0,-1.4000000000000001,161.0,-0.37905000000000044,-0.35768800000000006,44,81
0.0,8.0,9.0,10.0,8.0,7.0,9.0,9.0,3.0,7.0,-1.4000000000000001,180.0,-0.3991880000000005,-0.35768800000000006,44,82
2.0,6.0,2.0,9.0,9.0,10.0,10.0,10.0,2.0,10.0,-1.4000000000000001,155.0,-0.35768800000000006,-0.35768800000000006,44,83
0.0,9.0,0.0,9.0,10.0,10.0,11.0,10.0,0.0,10.0,-1.4000000000000001,155.0,-0.36325800000000025,-0.35768800000000006,44,84
2.0,6.0,2.0,11.0,12.0,11.0,12.0,2.0,1.0,11.0,-1.4000000000000001,155.0,-0.3398700000000008,-0.3398700000000008,44,85
9.0,1.0,0.0,9.0,13.0,0.0,16.0,14.0,0.0,7.0,-1.0,175.0,-0.44033199999999956,-0.3398700000000008,44,86
1.0,9.0,1.0,9.0,13.0,13.0,12.0,0.0,0.0,12.0,-1.3,144.0,-0.3262860000000006,-0.3262860000000006,44,87
10.0,10.0,1.0,7.0,10.0,10.0,11.0,0.0,0.0,11.0,-1.3,149.0,-0.44423800000000085,-0.3262860000000006,44,88
0.0,0.0,12.0,6.0,12.0,3.0,12.0,12.0,0.0,12.0,-1.5,177.0,-0.4072319999999994,-0.3262860000000006,44,89
0.0,8.0,2.0,13.0,15.0,22.0,0.0,0.0,0.0,9.0,-1.4000000000000001,143.0,-0.3528440000000011,-0.3262860000000006,44,90
10.0,10.0,1.0,7.0,10.0,10.0,11.0,0.0,0.0,11.0,-1.3,149.0,-0.44423800000000085,-0.3262860000000006,44,91
2.0,6.0,2.0,9.0,9.0,10.0,10.0,10.0,2.0,10.0,-1.4000000000000001,155.0,-0.35768800000000006,-0.3262860000000006,44,92
13.0,9.0,4.0,10.0,13.0,13.0,0.0,0.0,1.0,6.0,-1.3,143.0,-0.45114600000000094,-0.3262860000000006,44,93
0.0,7.0,9.0,7.0,10.0,10.0,10.0,10.0,0.0,7.0,-1.0,136.0,-0.4218939999999998,-0.3262860000000006,44,94
14.0,6.0,11.0,9.0,10.0,12.0,0.0,8.0,0.0,0.0,-1.3,156.0,-0.47205199999999986,-0.3262860000000006,44,95
0.0,3.0,14.0,12.0,10.0,13.0,0.0,11.0,0.0,7.0,-1.1,149.0,-0.4097519999999998,-0.3262860000000006,44,96
0.0,7.0,0.0,11.0,13.0,0.0,15.0,16.0,0.0,8.0,-1.2000000000000002,148.0,-0.3863980000000001,-0.3262860000000006,44,97
0.0,5.0,0.0,12.0,10.0,12.0,12.0,12.0,0.0,6.0,-1.5,148.0,-0.37603600000000015,-0.3262860000000006,44,98
5.0,4.0,12.0,8.0,12.0,9.0,12.0,0.0,0.0,7.0,-1.4000000000000001,155.0,-0.36065600000000053,-0.3262860000000006,44,99
1.0,1.0,11.0,10.0,12.0,0.0,11.0,12.0,1.0,11.0,-1.0,33.0,-0.5744039999999998,-0.3262860000000006,44,100
3.0,3.0,3.0,9.0,3.0,15.0,15.0,1.0,3.0,15.0,-1.4000000000000001,38.0,-0.5294200000000009,-0.3262860000000006,44,101
3.0,5.0,0.0,10.0,12.0,0.0,16.0,7.0,0.0,16.0,-1.4000000000000001,144.0,-0.3944220000000001,-0.3262860000000006,44,102
2.0,6.0,2.0,10.0,10.0,10.0,10.0,6.0,2.0,10.0,-1.4000000000000001,155.0,-0.37056200000000045,-0.3262860000000006,44,103
8.0,7.0,0.0,12.0,12.0,0.0,12.0,6.0,12.0,0.0,-1.0,179.0,-0.5152479999999994,-0.3262860000000006,44,104
8.0,8.0,1.0,8.0,8.0,9.0,1.0,9.0,9.0,9.0,-1.5,38.0,-0.5500080000000004,-0.3262860000000006,44,105
0.0,9.0,0.0,10.0,8.0,10.0,10.0,3.0,10.0,10.0,-1.0,31.0,-0.5937520000000004,-0.3262860000000006,44,106
6.0,6.0,10.0,10.0,7.0,10.0,0.0,8.0,0.0,10.0,-1.4000000000000001,176.0,-0.3874459999999993,-0.3262860000000006,44,107
2.0,14.0,0.0,10.0,0.0,14.0,0.0,7.0,9.0,14.0,-1.5,103.0,-0.5809099999999998,-0.3262860000000006,44,108
12.0,12.0,2.0,13.0,1.0,12.0,2.0,2.0,12.0,2.0,-1.4000000000000001,155.0,-0.4948119999999995,-0.3262860000000006,44,109
2.0,6.0,6.0,10.0,10.0,10.0,10.0,2.0,2.0,10.0,-1.4000000000000001,155.0,-0.3440140000000008,-0.3262860000000006,44,110
6.0,0.0,0.0,11.0,10.0,13.0,0.0,2.0,13.0,13.0,-1.4000000000000001,120.0,-0.6611220000000009,-0.3262860000000006,44,111
2.0,2.0,2.0,12.0,12.0,12.0,12.0,2.0,2.0,12.0,-1.4000000000000001,155.0,-0.35560000000000047,-0.3262860000000006,44,112
10.0,6.0,10.0,1.0,9.0,10.0,2.0,5.0,7.0,10.0,-1.0,159.0,-0.6059420000000002,-0.3262860000000006,44,113
6.0,10.0,5.0,7.0,1.0,11.0,9.0,8.0,6.0,7.0,-1.4000000000000001,44.0,-0.5594500000000007,-0.5594500000000007,45,1
3.0,12.0,10.0,2.0,12.0,0.0,12.0,1.0,9.0,9.0,-1.3,135.0,-0.701639999999999,-0.5594500000000007,45,2
2.0,9.0,4.0,12.0,3.0,6.0,7.0,11.0,3.0,13.0,-1.4000000000000001,143.0,-0.4397440000000005,-0.4397440000000005,45,3
13.0,7.0,1.0,0.0,6.0,12.0,8.0,8.0,0.0,14.0,-1.2000000000000002,61.0,-0.6200599999999997,-0.4397440000000005,45,4
10.0,1.0,7.0,11.0,10.0,6.0,4.0,11.0,10.0,0.0,-1.4000000000000001,179.0,-0.4843340000000006,-0.4397440000000005,45,5
11.0,10.0,5.0,6.0,9.0,11.0,2.0,4.0,10.0,2.0,-1.1,84.0,-0.6250640000000004,-0.4397440000000005,45,6
5.0,6.0,12.0,4.0,10.0,5.0,3.0,9.0,9.0,7.0,-1.0,105.0,-0.6105379999999991,-0.4397440000000005,45,7
9.0,4.0,14.0,11.0,4.0,2.0,14.0,3.0,4.0,5.0,-1.1,96.0,-0.5951660000000004,-0.4397440000000005,45,8
6.0,13.0,2.0,2.0,1.0,5.0,8.0,10.0,12.0,11.0,-1.5,170.0,-0.7974279999999977,-0.4397440000000005,45,9
7.0,2.0,2.0,12.0,2.0,12.0,7.0,7.0,7.0,12.0,-1.1,155.0,-0.5187540000000002,-0.4397440000000005,45,10
12.0,7.0,12.0,10.0,3.0,7.0,7.0,12.0,0.0,0.0,-1.0,119.0,-0.5702640000000002,-0.4397440000000005,45,11
3.0,13.0,3.0,13.0,3.0,1.0,3.0,3.0,15.0,13.0,-1.5,172.0,-0.5850000000000013,-0.4397440000000005,45,12
3.0,7.0,3.0,12.0,3.0,7.0,7.0,12.0,3.0,12.0,-1.4000000000000001,155.0,-0.44484200000000035,-0.4397440000000005,45,13
2.0,11.0,2.0,11.0,2.0,11.0,2.0,2.0,11.0,13.0,-1.5,172.0,-0.4891259999999994,-0.4397440000000005,45,14
3.0,7.0,3.0,12.0,3.0,7.0,7.0,12.0,3.0,12.0,-1.4000000000000001,155.0,-0.44484200000000035,-0.4397440000000005,45,15
2.0,11.0,2.0,11.0,2.0,11.0,2.0,2.0,11.0,13.0,-1.5,172.0,-0.4891259999999994,-0.4397440000000005,45,16
1.0,4.0,1.0,14.0,11.0,6.0,1.0,4.0,14.0,14.0,-1.5,72.0,-0.5587400000000008,-0.4397440000000005,45,17
3.0,12.0,7.0,12.0,3.0,3.0,7.0,12.0,3.0,7.0,-1.4000000000000001,105.0,-0.5046419999999999,-0.4397440000000005,45,18
1.0,2.0,1.0,6.0,10.0,6.0,10.0,10.0,10.0,12.0,-1.5,55.0,-0.601110000000001,-0.4397440000000005,45,19
0.0,3.0,7.0,10.0,10.0,9.0,10.0,10.0,0.0,10.0,-1.4000000000000001,177.0,-0.37215200000000037,-0.37215200000000037,45,20
2.0,9.0,4.0,12.0,3.0,6.0,7.0,10.0,5.0,12.0,-1.3,138.0,-0.4466200000000006,-0.37215200000000037,45,21
2.0,2.0,13.0,1.0,2.0,13.0,11.0,11.0,11.0,2.0,-1.4000000000000001,155.0,-0.7419780000000009,-0.37215200000000037,45,22
0.0,11.0,11.0,11.0,3.0,11.0,0.0,11.0,0.0,11.0,-1.5,180.0,-0.41281599999999957,-0.37215200000000037,45,23
6.0,6.0,9.0,9.0,6.0,6.0,6.0,6.0,10.0,6.0,-1.4000000000000001,155.0,-0.47947999999999996,-0.37215200000000037,45,24
2.0,2.0,10.0,11.0,10.0,11.0,10.0,10.0,2.0,2.0,-1.4000000000000001,55.0,-0.48320400000000147,-0.37215200000000037,45,25
8.0,10.0,2.0,10.0,6.0,8.0,0.0,10.0,3.0,10.0,-1.5,180.0,-0.44529999999999964,-0.37215200000000037,45,26
2.0,10.0,2.0,11.0,7.0,7.0,7.0,11.0,2.0,11.0,-1.4000000000000001,155.0,-0.3715480000000005,-0.3715480000000005,45,27
1.0,6.0,1.0,13.0,3.0,10.0,8.0,14.0,1.0,13.0,-1.3,155.0,-0.3999339999999999,-0.3715480000000005,45,28
8.0,3.0,3.0,12.0,3.0,12.0,8.0,8.0,3.0,10.0,-1.2000000000000002,105.0,-0.5509280000000008,-0.3715480000000005,45,29
1.0,12.0,1.0,8.0,12.0,6.0,6.0,12.0,2.0,10.0,-1.4000000000000001,155.0,-0.37579000000000057,-0.3715480000000005,45,30
0.0,11.0,10.0,8.0,11.0,7.0,1.0,11.0,0.0,11.0,-1.4000000000000001,179.0,-0.3691,-0.3691,45,31
7.0,8.0,9.0,9.0,8.0,7.0,2.0,8.0,2.0,9.0,-1.5,38.0,-0.4911340000000008,-0.3691,45,32
2.0,10.0,4.0,9.0,8.0,6.0,6.0,10.0,5.0,10.0,-1.4000000000000001,155.0,-0.41419600000000095,-0.3691,45,33
