Experiment,Overpotential @ 50 mA,Cdl mF cm-2
exp64,-0.6417,5.0127005673035
exp65,-0.7057,0.4111102840468
exp66,-0.8447,0.7943117819758
exp67,-0.4187,70.18666153019309
exp68,-0.7757,0.2377589581899
exp69,-0.4267,6.2081377646424
exp70,-0.8057,0.1871108197146
exp71,-0.5477,3.7736656661171
exp72,-0.4407,2.5956056809998
exp73,-0.8497,1.0868244440782
exp74,-1.0047,0.2257822808898
exp75,-0.8327,0.147385970564
exp76,-0.8057,0.6047230789167001
exp77,-0.4487,9.7549422437397
exp78,-0.6037,1.8208314102143999
exp79,-0.6387,3.7864202221316
exp80,-0.8817,0.5095236696351
exp81,-0.6847,0.928533784772
exp82,-0.4737,9.924874164006999
exp83,-0.8727,0.5534509392738001
exp84,-0.6837,1.7603889753828
exp85,-0.6237,2.6603983734243
exp86,-0.7277,0.2959063958135
exp87,-0.4257,12.963193965660599
exp88,-0.9337,0.1445139348163
exp89,-0.7507,0.656234331445
exp90,-0.7227,0.5177920761972
exp91,-0.5517,2.3622001995604
exp95,-0.7417,0.1795164107329
exp96,-0.7687,0.1637603428202
exp97,-0.9127,0.1698975855992
exp98,-0.6657,5.5297569755397
exp99,-0.6727,0.7546188531249001
exp100,-0.8847,0.17902717110250002
exp101,-0.8387,0.250154180247
exp102,-0.7297,0.1539265123137
exp103,-0.4637,8.884716112985
exp104,-0.6497,5.3861697919176
exp105,-0.4707,4.068170670348
exp106,-0.8097,0.3410515469607
exp107,-0.4667,5.4369922441656
exp108,-0.5287,9.4793598282798
exp109,-0.5687,2.8249053799803003
exp110,-0.8717,0.1677650563869
exp111,-0.3577,15.039813461891901
exp112,-0.5177,2.9809641773567996
exp113,-0.7897,0.1552096450638
exp114,-0.8207,0.17117125981280001
exp115,-0.6367,7.0097508042697
exp116,-0.4587,13.803646414261
exp117,-0.4857,8.8310362061461
exp118,-0.7817,0.233780594695
exp119,-0.5807,5.312211633041
exp120,-0.8337,0.1827041364361
exp121,-0.8927,0.1645891131625
exp122,-0.9127,0.6561577860237
exp123,-0.6947,0.5785559475425
exp124,-0.3507,28.7268147818668
exp125,-0.7127,0.5216860272281
exp126,-0.7277,0.25401695246960004
exp127,-0.3477,33.8240281857295
exp128,-0.3447,15.8982335126197
exp129,-0.5797,2.0418539494174
exp130,-0.6657,0.2534888749675
exp131,-0.7617,0.41037153256660003
exp132,-0.4467,6.122584669931
exp133,-0.6227,0.7129230475424
exp134,-0.6467,0.8751278409133
exp135,-0.8347,0.1565911158476
exp136,-0.3157,3.0565857184233
exp137,-0.5607,13.239779745555401
exp138,-0.7267,3.398027579213
exp139,-0.4147,48.554046548555505
exp140,-0.5527,3.1321890839083
exp141,-0.6397,1.6519518289833999
exp142,-0.8657,0.1491054800344
exp143,-0.7587,0.2581663201537
exp144,-0.6767,1.3735474962634
exp145,-0.7197,0.21962583167560001
exp146,-0.7477,0.1748277527502
exp147,-0.7427,0.4683322952137
exp148,-0.7617,0.1534581610382
exp149,-0.6337,0.9198056806814
exp150,-0.2787,24.6257769634924
exp151,-0.6587,1.9060098347564
exp152,-0.7317,0.1679099908242
exp153,-0.3327,17.537768616296
exp154,-0.3297,5.633227576497401
exp155,-0.6767,0.5177951325885
exp156,-0.4157,20.825425655546198
exp157,-0.3677,17.3156810965329
exp158,-0.7457,0.5614013002888
exp159,-0.5757,3.8873308693086
exp160,-0.5267,3.4507760101107996
exp161,-0.3737,4.9402564072313
exp162,-0.3197,18.0160052379529
exp163,-0.6827,1.9906173471053
exp164,-0.6077,7.8086361502977
exp165,-0.4577,0.5531021670473
exp166,-0.6177,0.2563534822376
exp167,-0.6407,1.1793909621465
exp168,-0.3407,17.972662353948397
exp169,-0.2697,9.311814244299201
exp170,-0.3457,13.873316401884
exp171,-0.3427,8.9395484963671
exp172,-0.7847,0.17272091350149998
exp173,-0.6207,4.597230919788
exp174,-0.4827,5.9338088313198
exp175,-0.8107,0.24677366678460003
exp176,-0.8677,0.6316126308755999
exp177,-0.7707,1.2761165234571001
exp178,-0.6127,5.819334407839301
exp179,-0.7847,0.31041871140259997
exp181,-0.4137,24.771921297696
exp182,-0.4697,7.8192949080508996
exp183,-0.6637,0.3448648110698
exp184,-0.4137,13.533151081805
exp185,-0.7107,0.20674288009869998
exp186,-0.6807,2.0322003646146
exp187,-0.7807,0.4218253137617
exp188,-0.3737,14.4762918579559
exp189,-0.6747,1.1186080471322999
exp190,-0.3787,15.5956571034271
exp191,-0.4827,4.5474907736792005
exp192,-0.5907,1.1884996412099
exp193,-0.6907,0.416084633233
exp194,-0.7337,0.1703603756894
exp195,-0.7807,3.7546513856071
exp196,-0.3527,18.5452618921832
exp197,-0.6287,0.5994566906372001
exp198,-0.6797,3.6766460401759
exp199,-0.7437,1.3994585780041
exp200,-0.7497,0.3257665340544
exp201,-0.5777,6.5317106778288
exp202,-0.8097,0.4775874549952
exp203,-0.5547,8.9105560025105
exp204,-0.3677,17.827087702147402
exp205,-0.6177,1.1372055281029
exp206,-0.7677,2.2562268843396
exp207,-0.3487,30.9024391115739
exp208,-0.6557,0.3763575053528
exp209,-0.4177,23.4727289294754
exp210,-0.5507,8.2162561168596
exp211,-0.7467,0.6437630251382
exp212,-0.3397,6.2713951177789005
exp213,-0.5717,6.2598868098395
exp215,-0.7367,0.22682981831739998
exp216,-0.6977,1.6856646027172
exp218,-0.7167,0.8738090080661
exp220,-0.6807,0.9403706728616
exp221,-0.7857,0.1843930006103
exp222,-0.8217,0.18209009114670002
exp223,-0.5157,3.2493921052459
exp224,-0.5487,1.336970684942
exp226,-0.3847,10.985340036296
exp230,-0.6167,0.6970239983893
exp232,-0.8797,0.14860565154539998
exp233,-0.6607,0.9343850560275
exp234,-0.8757,0.1750059638739
exp235,-0.7127,0.3748126984858
exp237,-0.6857,1.0875263289686001
exp238,-0.6667,1.6087970305975
exp239,-0.6727,1.9108307946951
exp240,-0.6677,7.3770700812829
exp241,-0.6807,1.3560572789468
exp242,-0.7007,1.2663288733956
exp243,-0.6147,0.9191715246989
exp244,-0.7927,0.35610695977359996
exp245,-0.5797,1.9935460572094998
exp246,-0.7047,0.3798379754704
exp247,-0.7577,0.2150871267609
exp249,-0.7157,0.3170347134642
exp252,-0.5777,6.9345752431412
exp253,-0.7167,0.7431301585368
exp254,-0.6487,0.6819147460681
exp255,-0.6857,0.23093705663130001
exp256,-0.5147,3.8535781816363
exp258,-0.8267,0.1932953280479
exp259,-0.8347,0.1807583816686
exp260,-0.7817,0.38977023443639996
exp261,-0.5397,4.8622282745039005
exp262,-0.7827,0.1729440571943
exp263,-0.8287,0.1978916251406
exp265,-0.5377,1.5250283168098
exp266,-0.8087,0.3408151378062
exp267,-0.8547,0.2496201979416
exp270,-0.7497,0.1884406031236
exp271,-0.7587,0.3026460279991
exp272,-0.8277,0.1897511710547
exp273,-0.4727,9.408573986553899
exp275,-0.3707,14.350886585555601
exp276,-0.7387,0.23373899883709998
exp277,-0.8367,0.2259438084574
exp278,-0.4627,22.6680000888089
exp279,-0.5747,2.3940870417254
exp280,-0.7157,0.24558030874720002
exp281,-0.6817,0.747479340063
exp282,-0.7357,0.3237437365239
exp283,-0.4247,4.9469758563832
exp284,-0.7187,0.8632091807925
exp285,-0.3227,40.7259845900313
exp286,-0.7347,0.29927294753570005
exp287,-0.4717,8.7538304054456
exp288,-0.7597,0.7123407959566
exp289,-0.4227,19.0036780875175
exp290,-0.7497,0.302273772198
exp291,-0.8257,0.2329456301869
exp292,-0.6717,2.5466516966067
exp293,-0.7897,0.2705091223871
exp294,-0.5397,4.9201426396842
exp295,-0.7767,0.2735068635304
exp296,-0.6077,2.2568970297818
exp298,-0.8937,0.4547821279898
exp299,-0.3407,18.5077894496991
exp302,-0.7097,0.6521368500725
exp303,-0.5537,4.6000998584528
exp304,-0.7267,1.4989734761669
exp305,-0.4677,9.1139475405029
exp311,-0.6567,0.7578607348267
exp317,-0.7297,0.3041598549945
exp318,-0.8857,0.32027405420169996
exp319,-0.8677,0.11741400276319999
exp320,-0.4377,10.0355580292913
exp321,-0.8727,0.1456801877267
exp322,-0.5607,4.1958531351206
exp323,-0.4237,44.4131589939882
exp324,-0.5527,2.0626255645008
exp325,-0.6637,3.8843089302271
exp326,-0.7307,0.3459146453121
exp327,-0.5807,2.7107322551927
exp328,-0.5487,4.9538966837431
exp329,-0.4607,7.3661949346425
exp330,-0.7297,0.2728259302928
exp331,-0.8567,0.215555188674
exp332,-0.3317,14.715109864775
exp333,-0.6987,0.3423142434849
exp334,-0.9207,0.1491438024792
exp335,-0.3487,8.936293982184
exp336,-0.7287,0.2650776980198
exp337,-0.6827,1.0781059522477998
exp338,-0.7797,0.9946499669712999
exp339,-0.6277,4.0595614128576
exp340,-0.5297,3.2602560390898
exp341,-0.7657,0.2483240167518
exp342,-0.6107,2.0024195388238
exp343,-0.4777,5.3467255249142
exp344,-0.7507,1.5151733085860999
exp345,-0.7747,0.1581697790301
exp346,-0.9167,0.07914359619092998
exp347,-0.9187,0.07769955438565163
exp348,-0.8507,0.13244448518899998
exp349,-0.3517,31.877565384413803
exp350,-0.6777,6.2506199760901
exp351,-0.8387,0.1418692475601
exp352,-0.7597,0.1970136541324
exp353,-0.6517,1.8984929749221
exp354,-0.5397,4.2433098494784
exp355,-0.5747,3.6105620676387997
exp356,-0.7127,0.3655070268646
exp357,-0.5657,2.3849165114297004
exp358,-0.4257,10.902883481933099
exp359,-0.6627,0.8597767991038
exp360,-0.8727,0.1062796895127
exp361,-0.6537,0.5135858759115
exp362,-0.5397,4.0494337256997
exp363,-0.4827,3.9984319591335002
exp364,-0.5497,4.4730757837712
exp365,-0.8177,0.1982868400468
exp366,-0.4327,20.9605344277789
exp367,-0.8357,0.16174520435310002
exp369,-0.5807,4.367476379143199
exp370,-0.6607,4.4928208854206
exp371,-0.5727,1.0862763372663
exp372,-0.2967,26.504791176852198
exp373,-0.6237,2.8686734459939003
exp374,-0.4857,4.8270531893406
exp375,-0.5847,0.9409694723648
exp376,-0.5747,3.2903196262891
exp377,-0.8907,0.125248607931
exp378,-0.4317,12.765551427368601
exp379,-0.5267,7.4909507691038
exp380,-0.7507,0.10686042827520001
exp381,-0.7167,0.139151211434
exp382,-0.5407,3.6241248492587
exp383,-0.8417,0.1405678126326
exp384,-0.8387,0.18892518582630002
exp385,-0.8057,0.12683373746100002
exp386,-0.8407,0.1892999825918
exp387,-0.9297,0.1471260054943
exp388,-0.8547,1.6458182484483999
exp389,-0.9607,0.1726961368383
exp390,-0.7777,0.16036855326330002
exp391,-0.4577,10.586375082668201
exp392,-0.7717,0.25907088538330003
exp393,-0.4777,10.8359985178527
exp394,-0.8497,0.1397303162027
exp395,-0.8787,0.4236544735308
exp401,-0.6617,1.1774748941620001
exp402,-0.6637,0.49270075839129995
exp403,-0.6287,2.2414355780971
exp404,-0.7267,0.8450094195221
exp405,-0.6777,3.6227768721832
exp406,-0.6197,1.8881073391893002
exp407,-0.7457,0.2584946471117
exp408,-0.7367,2.0533626190599
exp409,-0.7847,0.1121853988951
exp410,-0.7427,0.2727727599352
exp411,-0.7617,0.4725708408002
exp412,-0.4587,29.7891015580514
exp413,-0.8287,0.2179381972919
exp414,-0.5527,3.2597736175631997
exp415,-0.6177,2.8167327885728
exp416,-0.6777,1.0519030665208
exp418,-0.4507,7.893820217408301
exp419,-0.6367,1.7920737159334998
exp420,-0.3737,11.5128978614313
exp421,-0.6697,0.9325353243939001
exp422,-0.5597,0.03809137980814064
exp423,-0.8627,0.1568132286865
exp424,-0.8677,0.13849743305759998
exp425,-0.7127,0.25543968905729997
exp426,-0.7667,2.0565617926666
exp427,-0.3847,16.6361105754664
exp428,-0.8307,0.1577567131711
exp429,-0.7187,0.7804814395208001
exp430,-0.4527,7.4894149776869
exp431,-0.4657,25.3144352752675
exp432,-0.4307,21.621886867312398
exp433,-0.7927,0.3059500502957
exp434,-0.6367,5.8391241798231
exp435,-0.6247,3.007089993193
exp436,-0.6587,0.8729752010079
exp437,-0.5237,4.3947553949287
exp438,-0.7647,0.1641089251526
exp439,-0.6837,0.329711168734
exp440,-0.8127,0.119276710496
exp441,-0.3577,13.8889645828007
exp442,-0.5667,4.2112174695195
exp443,-0.5527,3.9287837641230996
exp444,-0.4327,15.3026622096921
exp445,-0.7157,0.6704822420586
exp446,-0.7627,0.9786948357506
exp447,-0.6847,0.8372802399606001
exp448,-0.6847,0.3393806594312
exp449,-0.5457,3.9868524861067
exp450,-0.3617,13.6416135474222
exp451,-0.6857,8.6267080379431
exp452,-0.6657,1.4215130003046998
exp453,-0.7157,0.1312342537014
exp454,-0.6407,0.8451719146455999
exp455,-0.7317,0.4425008514559
exp456,-0.7557,0.1278321691697
exp457,-0.7357,0.12937377496410002
exp458,-0.7927,0.1039345828597
exp459,-0.3747,6.2803111899347
exp460,-0.7467,0.1222288716215
exp461,-0.7827,0.1022245292129
exp462,-0.4567,8.415105568013301
exp463,-0.6277,0.5176546651846
exp464,-0.8177,0.1042058213112
exp465,-0.3537,10.236616582206299
exp466,-0.4717,6.9586944205335
exp467,-0.6567,3.1636868239498
exp468,-0.7527,0.2145310805656
exp469,-0.3347,15.282318218113799
exp470,-0.7147,0.4598256890667
exp471,-0.6297,2.4448027011294
exp472,-0.7657,0.5246554922305
exp473,-0.7367,0.103665329254
exp474,-0.4367,16.124449150009
exp475,-0.4857,6.750463837446699
exp476,-0.8267,0.3653665413756
exp477,-0.7387,0.2590530624624
exp478,-0.9097,0.1139270111385
exp479,-0.5427,5.218168914143701
exp480,-0.6657,2.4420105339502003
exp481,-0.8117,0.1653618014372
exp482,-0.4317,10.4263441521329
exp483,-0.7577,0.3934035602894
exp484,-0.6467,0.8834725035341
exp485,-0.7697,1.784361219928
exp486,-0.4727,9.0189917925232
exp487,-0.7587,0.1302365047074
exp488,-0.6217,1.2883177822199
exp489,-0.4587,4.3193830673069
exp490,-0.5637,2.575259428777
exp491,-0.7017,0.19508221376559998
exp492,-0.7347,0.29106824593439995
exp493,-0.6327,3.4115866533761
exp494,-0.6747,0.8380749830826
exp495,-0.7077,0.248334271035
exp496,-0.4507,6.151527972164099
exp497,-0.6077,2.2148593514596997
exp498,-0.5847,0.937658559624
exp499,-0.6407,0.9061238354392
exp500,-0.4627,4.7736033256814
exp501,-0.5247,0.1706115513735
exp502,-0.4647,2.7579684210775
exp503,-0.8587,0.26155368789
exp504,-0.7757,1.19393661772
exp505,-0.3337,80.1426310395285
exp506,-0.6847,1.1257873475366
exp507,-0.3637,22.2460535140786
exp508,-0.7477,0.08402203256276754
exp509,-0.6747,0.8711633939457
exp510,-0.7137,0.1041513126521
exp511,-0.9707,0.1067783388495
exp512,-0.3817,2.0866022308666
exp514,-0.2427,66.0818439142901
exp515,-0.6827,0.40522672174589996
exp516,-0.3827,17.597146703548
exp517,-0.8357,0.1399843674265
exp518,-0.2457,13.041753711538
exp519,-0.8387,0.12603833513510002
exp520,-0.8137,0.1599009706068
exp521,-0.8857,0.10227181285230001
exp522,-0.4267,7.240223054316
exp523,-0.7817,0.8145428769701
exp524,-0.6847,1.1517694406409
exp525,-0.4367,10.1067308029221
exp526,-0.7067,0.5909757744538
exp527,-0.8177,0.2626855292705
exp528,-0.7767,0.5380126727586
exp529,-0.4237,26.9857948273219
exp530,-0.8277,0.34726603143949997
exp531,-0.4647,7.463824482457699
exp532,-0.6687,1.9531100906965
exp533,-0.4457,5.3725659569943
exp534,-0.6887,1.0100443679415
exp535,-0.6627,2.4635393745003
exp536,-0.4767,13.2781149403893
exp537,-0.5807,5.7088944208787
exp538,-0.4527,8.840175901251401
exp539,-0.4627,8.135898435234399
exp540,-0.6787,0.2560510803501
exp541,-0.7387,0.18049811819380002
exp542,-0.7217,0.12383691685220001
exp543,-0.7077,0.2594898822691
exp544,-0.5847,0.7851018260407999
exp545,-0.7547,1.5252680626755
exp546,-0.4297,15.857051804714
exp547,-0.8307,0.1411707174661
exp551,-0.3287,80.8156936173383
exp552,-0.4487,13.6274507003382
exp553,-0.5747,5.5025842100435005
exp554,-0.7667,0.3984515522295
exp555,-0.5327,11.926237801018798
exp556,-0.8417,0.1789624714582
exp557,-0.7007,2.0455587839758
exp558,-0.5707,5.9625466861849
exp559,-0.3877,6.1131442186874
exp560,-0.8817,0.1801124612924
exp561,-0.8747,0.21121173109959998
exp562,-0.4517,13.6798052365461
exp563,-0.4137,10.679870816033201
exp564,-0.3227,19.3999645391693
exp565,-0.4517,13.690800468619999
exp566,-0.3187,25.118713199652703
exp567,-0.5737,4.214778436664901
exp568,-0.5607,8.331757867606202
exp569,-0.5307,3.9727008518192
exp571,-0.4097,6.3477996556588
exp572,-0.9057,0.1467996769459
exp573,,5.3738316466118
exp574,-0.4157,5.8680522905256
exp576,-0.7837,0.2831212939712
exp577,-0.4827,5.5137700596578
exp578,-0.7647,0.3405317253322
exp579,-0.4767,2.8954260028988
exp580,-0.4897,2.1359028172676
exp581,,20.6405031306214
exp582,-0.6837,0.2339587696484
exp583,-0.5877,1.7587872183606998
exp584,-0.4137,6.3572296175121
exp597,,0.07839475590674273
exp598,,0.05066999167316731
exp600,,0.08240023447549094
exp601,,0.05039689497192639
exp602,,0.06830667885674922
exp603,,0.05041619906705531
exp604,,0.05082980928929389
exp610,-0.5257,2.3558952621758
exp611,-0.3507,103.9106127944205
exp612,-0.4377,27.6849497634299
exp613,-0.3807,4.5733815729179
exp614,-0.2967,-6.871641071736001
exp615,-0.3867,11.6643687260995
exp616,-0.1977,104.0093125313206
exp617,-0.5967,5.8087080225147005
exp618,,9.4503125364017
exp619,-0.5277,0.47327875709
exp620,-0.3567,7.3938462333568
exp621,-0.3377,42.33316625452721
exp622,-0.4907,21.0068414687927
exp623,-0.4047,3.8483898217608
exp624,-0.4187,87.9848970792917
exp625,-0.3367,57.8874897347413
exp626,-0.4737,16.518866319974
exp627,-0.4027,10.2660546942978
exp628,-0.3407,96.8691574463546
exp629,-0.3987,19.6620546146905
exp630,-0.3047,102.2155399862922
exp631,-0.3747,6.9736087058343
exp632,-0.4427,21.5193286624566
exp633,-0.3497,15.4754894729514
exp634,-0.3777,6.6125621746287
exp635,-0.3887,8.626132929993801
exp636,-0.4927,5.0587163468858
exp637,0.0013,122.53501351916469
exp638,-0.4887,1.6898747455668
exp639,-0.3117,48.275913131467
exp640,-0.4167,9.6886289514291
exp641,-0.2717,90.8198862899275
exp642,-0.3307,49.5760712469987
exp643,-0.3317,53.6441307840653
exp644,-0.3087,70.2864644615872
exp645,-0.4157,87.8269151064645
exp646,-0.3287,26.6275541175879
exp647,-0.3247,48.725643930805596
exp648,-0.4777,2.1310672987786
exp649,-0.2867,74.7416340423344
exp650,-0.4257,115.3702716651074
exp651,-0.3117,28.3070791174134
exp652,-0.3217,151.35615776007148
exp653,-0.2997,43.287803854543604
exp654,-0.3127,16.778739969245798
exp655,-0.5367,0.2130918096244
exp656,-0.9257,0.1014586382439
exp657,-0.4837,5.642717761919
exp658,-0.3607,7.0245572116171004
exp659,-0.2977,36.7963208022348
exp660,-0.4007,8.648691539305998
exp661,-0.3027,79.65382906994729
exp662,-0.5647,1.6311733324983
exp663,-0.2897,53.822386216363896
exp664,-0.1887,101.22058153177841
exp665,-0.2987,109.0415360241366
exp666,-0.3307,78.9895169946935
exp667,-0.1747,2.6706647737258997
exp668,-0.2207,124.594406362095
exp669,-0.1787,113.2182195272602
exp670,-0.4297,1.791069166921
exp671,-0.3837,93.6039278086125
exp672,-0.1607,103.9288788016159
exp673,-0.1687,110.10850414285831
exp674,-0.1807,136.8231274337549
exp675,-0.1687,42.3534451395453
exp676,-0.5137,9.0020789166727
exp677,-0.1637,128.6787398264635
exp678,-0.4317,63.1237580917971
exp679,-0.4307,74.5674477700546
exp680,-0.3557,11.841778767797699
exp681,-0.1607,99.0972395785083
exp682,-0.1797,113.2652771022331
exp683,-0.5947,0.14354511755
exp684,-0.1727,114.1986971976538
exp685,-0.0027,151.6303847835421
exp686,-0.0197,113.81953286710319
exp687,-0.4277,37.5527007878158
exp688,-0.1697,119.1762384138795
exp689,-0.1617,104.7845327277887
exp690,-0.4687,28.1248051635318
exp691,-0.1877,129.5441054812145
exp692,-0.1657,100.6289889630915
exp693,-0.1657,121.8708090505869
exp694,-0.1697,133.0703219999838
exp695,-0.1667,112.2455817718363
exp696,-0.3697,116.079426788026
exp697,-0.2267,139.685718208927
exp698,-0.1667,140.9686701073838
exp699,-0.6817,2.4676978751879
exp700,-0.1597,151.6093155772226
exp701,-0.1737,105.88594583394061
exp702,-0.1847,116.90402850196651
exp703,-0.3887,92.4125482872185
exp704,-0.1667,151.3385174992612
exp705,-0.0137,160.8402683778862
exp706,-0.3667,10.8306537213809
exp707,-0.4107,150.6247597042324
exp708,-0.2047,150.0263219041361
exp709,-0.1797,117.8350251865315
exp710,-0.1587,151.99997302418168
exp711,-0.2427,127.0216603133017
exp712,-0.3357,113.2568313345496
exp713,-0.1767,115.36319132667471
exp714,-0.0067,153.46769191522492
exp715,-0.1597,138.6931506119888
exp716,-0.2137,145.0297008487112
exp717,-0.4807,0.43600082949729996
exp718,-0.1697,112.5870204677238
exp719,-0.0107,115.8402144343882
exp720,-0.3257,113.6677170280912
exp721,-0.3917,75.7714028044222
exp722,-0.4337,20.1840663555717
exp723,-0.1957,150.5485669435251
exp724,-0.1697,124.61455322547691
exp725,-0.6387,1.3000201257941
exp726,-0.3397,113.7554689160252
exp727,-0.3867,102.1056147932869
exp728,-0.1657,150.9824479124616
exp729,-0.8617,0.2243611584023
exp730,-0.5817,2.6948939179069997
exp731,-0.4757,4.3868303893019
exp732,-0.5817,0.9990956780157
exp733,-0.3787,19.880410895567998
exp734,-0.5437,6.0487506656478
exp735,-0.5387,3.9851110664703002
exp736,-0.3177,69.2528354230283
exp737,-0.4037,14.12033250018
exp738,-0.5067,4.8896460034332
exp739,-0.4877,8.3267432156506
exp740,-0.4327,43.231343807154005
exp741,-0.5187,8.2295271849191
exp742,-0.4717,15.285352364675301
exp743,-0.4097,23.41162370986
exp744,-0.5917,1.2540381564104
exp745,-0.3157,20.9253027360785
exp746,-0.6917,0.3814839235702
exp747,,92.4956776093713
exp748,-0.5267,1.5715166253386
exp749,-0.5507,4.3559816350706
exp750,-0.3957,139.3063639842423
exp751,-0.3487,67.4791690497815
exp752,-0.1607,129.9214612962011
exp753,-0.3297,176.913794070053
exp754,-0.4077,78.6820376998072
exp755,-0.3887,15.4898401343768
exp756,-0.3147,65.623949475696
exp757,-0.2127,171.815317418069
exp758,-0.2957,71.15005596256991
exp759,-0.6817,0.1201036994505
exp760,-0.4767,3.3230231940828
exp761,-0.4447,26.628864387114
exp762,-0.4497,22.9645456411505
exp763,-0.3867,94.5266957473617
exp764,-0.4387,22.8320514398686
exp765,-0.6527,3.8064029627261
exp766,-0.3817,81.35489710717
exp767,-0.6237,4.4609599954539005
exp768,-0.3697,37.988621762308505
exp769,-0.3467,92.4619478898467
exp770,-0.4357,21.561736815192
exp771,-0.5487,4.2359942231708
exp772,-0.1697,171.7098628755376
exp773,-0.0107,159.2168543819465
exp774,-0.5657,1.9904615434894
exp775,-0.6477,4.4743374946544
exp776,-0.3447,51.3879307561818
exp777,-0.3467,50.905451357012
exp778,-0.3827,76.9759202871301
exp779,-0.4877,8.6529751892707
exp780,-0.3137,80.6182552604534
exp781,-0.4227,11.0693599619382
exp782,-0.5527,5.8300319582513
exp783,-0.3277,43.2144631228806
exp784,-0.3457,55.848110829298804
exp785,-0.2887,40.143741142552
exp786,-0.4207,25.297585335758598
exp787,-0.3857,35.176081655367504
exp788,-0.5537,3.8437274686371
exp789,,96.8141767646964
exp790,,94.466048082184
exp791,,151.63382096311358
exp792,,50.948201047911596
exp793,,17.6753469165312
exp794,,66.30054860569099
exp795,,0.7169389739056
exp796,,42.5758527665632
exp797,,67.4074496523215
exp798,,234.6293129640803
exp800,-0.4027,23.933346088251003
exp801,-0.4437,2.2873810064239
exp802,,66.0408665686431
exp803,-0.3967,68.4754205929234
exp804,-0.4357,27.9652262714617
exp805,-0.3897,34.7967753563451
exp806,-0.6167,0.8498139310118
exp807,-0.3977,48.982724418214694
exp808,-0.3897,64.22947998628
exp809,-0.3807,7.2903277971624005
exp810,-0.4467,7.7115571146201
exp811,-0.3447,115.2720783125651
exp812,-0.6947,2.2619973149493
exp813,-0.3357,162.2195237301208
exp814,-0.7027,5.3195930893150996
exp815,-0.2867,196.7783843427452
exp816,-0.1797,147.4632936469693
exp817,-0.1687,139.8719229713868
exp818,-0.3957,46.3740926325885
exp819,-0.4587,27.855020758544
exp820,-0.5767,2.84515017448
exp821,-0.1757,138.99464824164738
exp822,-0.3947,58.5149388372559
exp823,-0.4147,34.0245527744242
exp824,-0.7997,0.07595763559887042
exp825,-0.7477,0.09747395217865432
exp826,-0.3487,138.8641186308226
exp827,-0.3627,112.6079269076425
exp828,-0.1867,135.1623314211092
exp829,-0.1527,129.1173319784441
exp830,0.0053,75.2946790060345
exp831,-0.3537,130.9716753267389
exp832,-0.1867,154.5368953591835
exp833,-0.2487,120.7825348100068
exp834,-0.4027,55.9439223668434
exp835,-0.3917,71.4942282297323
exp836,-0.1637,139.03926432060902
exp837,-0.3427,118.63191139945519
exp838,-0.1467,99.96107703760781
exp839,-0.1377,88.3908907382328
exp840,-0.1887,21.1453954631746
exp841,-0.4057,68.0832729291395
exp842,-0.4887,11.5558456752109
exp843,0.0003,142.06238797981118
exp844,-0.1417,158.2689480768589
