Experiment,Tafel Slope (mV dec-1)_Ar,Exchange Current Density (mA cm-2)_Ar,Tafel R^2_Ar
exp266,147.1796984706206,0.0005370826119697755,0.8695572595606487
exp267,80.23710767011553,2.6832662962471143e-09,0.3752749186482415
exp270,152.01132259181256,0.0006445103915161586,0.2986587967219234
exp271,158.64314440936917,0.0026059357323412633,0.7511569761493556
exp272,120.04543406797119,1.6263064919951295e-05,0.9982504102273645
exp273,157.27252266094507,0.0029539555784711883,0.8933994200501871
exp275,98.41821232535679,0.00793735386354129,0.9949569295001127
exp276,108.10338583287475,1.36804818811582e-05,0.996372693237266
exp277,154.90775431534928,0.00017692678951776762,0.9990398904125497
exp278,126.75832816658203,0.0028914972401566518,0.9960141303711603
exp279,128.65732094654666,0.0009458413566620049,0.6673226443805219
exp280,111.3927121138251,1.129092927860758e-05,0.9246733299598484
exp281,157.95683616518943,0.0015268815794529597,0.8653031722860945
exp282,158.01726108594664,0.0016809618389669084,0.8696576404551614
exp283,122.01968165874219,0.00846287437901153,0.9953664839818709
exp284,204.2714930363368,0.011536655660206067,0.4909232334000895
exp285,76.41136161264983,0.000625185753561632,0.9952047991082807
exp286,185.83699150515932,0.011891355064617755,0.9896378128198575
exp287,162.24941709386056,0.0036996698160613514,0.9916663285994276
exp288,167.28296462694638,0.00035949177945577047,0.8530642409631483
exp289,153.620544011543,0.013122683491551717,0.9964989729757983
exp290,108.65777047725152,2.4371896698681244e-05,0.9977676173379689
exp291,119.14966718006315,1.0161119963640848e-05,0.6052072659606303
exp292,130.76141959727062,0.000377499284148842,0.998913021972778
exp293,162.82042321015078,0.0006004976800792859,0.25900927043509403
exp294,144.4770779736721,0.00011420619541031693,0.9996141450433609
exp295,122.99070952134345,3.488568537337174e-05,0.9983493849019487
exp296,432.8244450055179,1.0068079414476114,0.4184168116184197
exp298,120.45590519207478,1.5127518201184245e-05,0.9988924766739249
exp299,104.46821132143647,0.01684909468899493,0.8242058187105848
exp302,140.6150495225297,0.000689260421136664,0.997446954177844
exp303,150.6186565630656,0.009349709691332692,0.9528873423926812
exp304,157.8255238651021,0.0015927230391173644,0.9799484238963192
exp305,146.5427525296949,0.00765577956059594,0.9992021534859676
